Age,Education_Level,Years_of_Experience,Programming_Languages_Proficiency,Web_Development_Proficiency,Mobile_Development_Proficiency,Data_Science_Proficiency,DevOps_Proficiency,Cybersecurity_Proficiency,AI_ML_Proficiency,Game_Development_Proficiency,Database_Proficiency,API_Proficiency,Full_Stack_Proficiency,Problem_Solving_Skills,Communication_Skills,Time_Management_Skills,Collaboration_Skills,UI_UX_Proficiency,Graphic_Design_Proficiency,Prototyping_Wireframing_Skills,Web_Security_Knowledge,Performance_Optimization_Skills,SEO_Knowledge,Testing_Debugging_Skills,Staying_Updated_Skills,Flexibility,Preferred_work_environment,Career_goal,Preferred_technology_stack,Predicted_career_path
28,Associate Degree,6,5,1,3,8,4,3,7,3,1,4,4,1,9,8,4,4,2,5,9,7,5,3,2,1,Remote,Technical Leadership,PyTorch,AI/ML
26,Associate Degree,3,6,2,3,2,3,7,5,1,3,3,1,6,4,9,10,8,1,2,6,1,5,6,4,6,Freelance,Project Management,Troubleshooting,IT Support
24,Ph.D.,10,9,2,3,7,1,2,9,4,6,7,5,7,4,7,9,1,2,7,2,4,3,8,5,6,Remote,Technical Leadership,R,Data Science
26,High School,4,6,5,4,1,7,4,5,1,6,6,4,5,6,9,9,10,5,6,6,5,1,10,5,5,Remote,Project Management,Ansible,DevOps
27,Associate Degree,9,8,4,4,4,3,7,5,1,4,4,1,9,8,9,5,7,7,4,3,2,4,4,10,6,Startup,Specialized Technical Expert,Wireshark,Cybersecurity
28,High School,3,9,5,4,3,5,4,5,1,5,3,4,4,8,10,5,2,9,2,4,1,5,5,2,8,Remote,Project Management,XML,Technical Writing
28,Ph.D.,2,9,7,9,5,5,2,4,3,8,7,8,2,7,6,3,10,10,10,3,2,2,10,8,10,Remote,Project Management,Flutter,Mobile Development
23,Bachelor's Degree,2,5,7,10,3,4,5,2,4,7,7,8,8,10,4,8,4,10,8,6,2,9,8,1,4,Remote,Technical Leadership,JAMstack,Web Development
25,Master's Degree,6,6,1,5,8,5,4,10,3,5,3,4,9,4,10,1,10,6,5,9,10,3,4,5,6,Remote,Technical Leadership,TensorFlow,AI/ML
28,High School,6,5,1,2,2,4,9,2,4,1,3,3,7,2,9,10,6,7,4,5,9,10,10,10,2,Startup,Specialized Technical Expert,Snort,Cybersecurity
30,Master's Degree,5,9,4,5,4,1,5,4,8,3,4,1,10,8,10,7,3,1,2,6,8,10,1,2,1,Remote,Entrepreneur,Godot Engine,Game Development
23,High School,7,7,1,2,9,4,2,9,2,5,7,4,2,10,9,2,9,8,3,9,4,8,10,1,7,Startup,Technical Leadership,R,Data Science
22,High School,3,7,4,5,4,7,1,5,3,7,5,1,8,6,10,7,7,4,2,10,4,4,2,9,8,Corporate,Entrepreneur,AWS,DevOps
22,Associate Degree,5,6,5,1,4,10,10,4,2,1,1,1,9,9,2,8,5,3,10,2,9,7,8,1,3,Startup,Entrepreneur,CCNA,Network Administration
33,Bachelor's Degree,5,8,4,1,2,1,10,3,4,3,3,2,1,10,10,3,10,10,3,7,10,4,10,6,7,Freelance,Project Management,Wireshark,Cybersecurity
28,Ph.D.,2,9,2,2,8,4,3,10,2,2,1,4,2,9,5,3,1,2,7,4,6,1,8,8,8,Remote,Entrepreneur,Scikit-learn,AI/ML
33,Master's Degree,7,6,9,9,4,3,1,3,4,5,9,10,8,8,4,9,8,2,3,6,2,2,8,2,7,Corporate,Project Management,Ruby on Rails,Web Development
32,Associate Degree,9,5,3,3,10,2,3,8,4,3,2,1,10,4,9,4,8,2,4,3,1,2,9,4,1,Remote,Project Management,Keras,AI/ML
25,Bachelor's Degree,4,10,2,5,4,10,9,2,2,5,1,4,7,10,10,10,10,8,4,8,10,9,3,2,10,Corporate,Project Management,Juniper,Network Administration
32,High School,10,7,1,5,3,8,5,5,4,8,7,5,1,5,6,7,7,7,8,9,4,10,6,7,2,Startup,Project Management,Google Cloud,DevOps
31,Bachelor's Degree,3,10,5,4,9,3,4,8,3,4,3,3,1,2,8,8,8,10,7,2,9,8,8,1,5,Startup,Technical Leadership,TensorFlow,AI/ML
31,Associate Degree,7,8,1,5,1,8,8,1,3,3,1,4,10,6,2,5,5,5,9,8,5,9,5,9,9,Remote,Technical Leadership,Juniper,Network Administration
24,Associate Degree,5,5,5,3,3,10,9,1,5,1,1,1,9,9,2,9,6,8,10,1,4,1,1,10,6,Freelance,Technical Leadership,CCNA,Network Administration
25,Master's Degree,10,9,4,5,7,3,4,9,1,8,5,5,5,10,10,5,4,9,9,9,4,10,10,5,8,Corporate,Entrepreneur,TensorFlow,Data Science
29,High School,6,10,2,3,9,3,1,10,5,9,8,2,7,5,10,6,8,1,2,3,5,5,1,10,3,Corporate,Entrepreneur,TensorFlow,Data Science
35,Bachelor's Degree,4,5,1,4,5,8,9,3,4,3,2,2,3,1,2,2,2,3,10,5,7,9,2,9,1,Startup,Entrepreneur,Network Security,Network Administration
27,Associate Degree,7,6,3,4,2,1,10,1,2,1,4,5,7,7,2,10,2,7,2,1,9,5,8,3,10,Corporate,Entrepreneur,Metasploit,Cybersecurity
26,Master's Degree,4,6,4,2,5,5,10,4,5,4,3,4,10,4,4,4,2,1,2,3,8,6,1,5,6,Startup,Entrepreneur,Kali Linux,Cybersecurity
35,Bachelor's Degree,7,5,7,7,5,4,5,2,4,7,9,10,9,1,9,7,10,5,3,2,5,1,5,1,7,Remote,Entrepreneur,Django,Web Development
29,Bachelor's Degree,8,6,2,3,4,9,8,2,3,5,1,1,2,2,4,5,6,2,2,6,4,5,10,7,4,Startup,Project Management,Cisco,Network Administration
25,Associate Degree,4,9,5,3,2,9,1,4,1,6,8,1,5,2,3,8,7,8,1,10,6,9,2,5,3,Startup,Technical Leadership,AWS,DevOps
23,Master's Degree,9,8,2,3,8,4,5,9,4,9,8,3,7,10,9,2,1,4,10,7,9,5,9,3,2,Corporate,Technical Leadership,"Python (NumPy, Pandas, SciPy)",Data Science
34,High School,3,7,2,4,9,1,5,10,4,5,8,5,9,10,8,7,7,1,2,5,7,4,9,7,9,Freelance,Entrepreneur,SQL,Data Science
34,High School,9,7,2,2,10,5,4,10,4,8,7,1,4,1,5,4,1,9,4,3,9,6,5,3,10,Remote,Specialized Technical Expert,"Python (NumPy, Pandas, SciPy)",Data Science
23,High School,9,7,5,5,1,9,3,1,5,5,7,4,8,6,8,5,6,5,3,4,6,1,6,6,2,Startup,Entrepreneur,Kubernetes,DevOps
22,Ph.D.,3,10,4,1,7,5,2,10,5,9,8,2,9,7,1,9,8,9,8,1,5,8,1,9,6,Corporate,Technical Leadership,TensorFlow,Data Science
29,Master's Degree,3,9,2,3,2,2,5,4,5,5,2,4,10,3,10,8,4,9,5,4,2,5,9,9,7,Remote,Project Management,MS Word,Technical Writing
30,Associate Degree,8,9,3,2,5,2,2,1,2,5,4,4,10,2,4,5,7,8,9,6,7,8,7,10,4,Corporate,Technical Leadership,MS Word,Technical Writing
24,Associate Degree,6,6,7,8,4,5,1,4,1,8,7,7,6,9,8,6,2,8,9,7,3,5,4,3,3,Remote,Project Management,Django,Web Development
22,Bachelor's Degree,2,6,1,4,3,8,7,1,5,2,5,1,8,10,1,4,4,6,7,1,5,10,7,9,8,Corporate,Technical Leadership,CCNA,Network Administration
26,Ph.D.,9,9,5,3,5,1,4,2,8,1,5,4,6,2,10,7,3,6,6,7,2,6,7,6,7,Startup,Project Management,Godot Engine,Game Development
28,High School,8,10,7,7,3,3,1,5,2,9,8,10,8,7,4,3,3,1,5,8,4,7,2,2,4,Corporate,Specialized Technical Expert,MERN,Web Development
25,High School,8,7,3,1,4,7,3,4,1,7,9,3,5,3,6,3,6,1,3,6,8,1,3,10,3,Corporate,Entrepreneur,AWS,DevOps
26,Associate Degree,4,5,1,3,2,10,5,2,2,5,8,4,6,6,6,10,9,3,3,6,6,6,7,5,5,Freelance,Project Management,Ansible,DevOps
33,Bachelor's Degree,2,8,5,3,1,7,5,1,2,9,8,2,10,10,7,6,9,7,1,2,4,8,9,6,9,Remote,Specialized Technical Expert,Azure,DevOps
30,Bachelor's Degree,3,9,1,1,2,5,3,3,7,4,1,5,10,8,2,8,8,7,7,7,1,2,8,3,7,Startup,Specialized Technical Expert,Unreal Engine,Game Development
27,Bachelor's Degree,7,8,1,4,4,1,4,2,9,1,5,5,5,4,2,10,4,10,9,5,7,8,7,5,10,Freelance,Project Management,Lumberyard,Game Development
22,Ph.D.,7,8,1,5,10,5,3,8,4,2,1,2,4,10,1,10,10,3,2,7,7,10,8,4,2,Freelance,Specialized Technical Expert,PyTorch,AI/ML
35,Bachelor's Degree,5,10,1,3,1,3,10,5,3,3,5,4,8,8,8,9,8,1,8,9,10,1,9,10,4,Corporate,Entrepreneur,Kali Linux,Cybersecurity
34,High School,6,6,10,7,1,4,1,3,1,8,7,9,8,5,3,3,3,2,8,3,7,3,5,3,5,Remote,Project Management,React Native,Mobile Development
26,Associate Degree,3,7,3,2,7,3,2,9,5,7,9,1,9,5,6,10,10,5,3,1,3,2,7,6,10,Remote,Entrepreneur,SQL,Data Science
32,Bachelor's Degree,10,7,2,2,5,9,3,1,1,9,9,3,7,3,7,1,3,5,2,9,8,8,10,3,5,Remote,Entrepreneur,Google Cloud,DevOps
29,High School,4,9,7,7,5,1,5,2,4,9,9,10,3,8,7,6,10,4,6,8,7,8,10,5,3,Remote,Technical Leadership,React Native,Web Development
30,Ph.D.,5,8,3,4,1,5,5,1,3,2,4,2,8,10,4,1,7,8,5,5,10,2,4,10,5,Startup,Specialized Technical Expert,Markdown,Technical Writing
30,Bachelor's Degree,9,9,1,3,3,5,4,3,7,5,3,2,3,6,8,6,10,6,7,8,8,2,10,7,10,Remote,Specialized Technical Expert,Lumberyard,Game Development
31,Bachelor's Degree,7,6,3,2,7,3,5,9,2,3,4,2,2,5,4,1,7,8,7,7,8,9,8,4,6,Freelance,Entrepreneur,Python,AI/ML
26,High School,10,5,8,10,4,5,2,1,2,9,5,9,10,5,9,1,1,8,5,4,8,8,2,2,1,Startup,Project Management,JAMstack,Web Development
29,High School,2,10,1,1,4,2,4,5,2,2,5,4,5,1,1,2,2,10,4,5,5,5,6,4,7,Corporate,Specialized Technical Expert,Markdown,Technical Writing
25,Bachelor's Degree,10,7,3,1,4,9,7,2,5,3,5,4,8,3,6,10,6,7,3,1,10,2,3,8,4,Corporate,Technical Leadership,Cisco,Network Administration
31,Master's Degree,7,7,1,5,5,7,1,1,2,8,8,1,4,10,4,3,6,6,5,8,3,5,7,4,8,Freelance,Specialized Technical Expert,Kubernetes,DevOps
22,Associate Degree,2,9,1,5,4,2,4,5,9,4,1,4,10,2,8,5,5,3,10,1,10,10,5,2,1,Remote,Project Management,Unity,Game Development
29,Master's Degree,8,8,5,5,1,7,9,3,4,3,2,4,10,6,5,6,2,8,6,4,9,9,8,5,6,Freelance,Project Management,Juniper,Network Administration
29,Ph.D.,4,10,10,7,3,2,2,3,1,9,6,8,4,6,3,2,7,3,3,3,7,9,2,4,9,Freelance,Project Management,JAMstack,Web Development
26,Associate Degree,4,9,3,2,1,7,3,1,1,7,9,2,10,9,2,8,5,6,6,3,3,3,10,5,10,Corporate,Technical Leadership,AWS,DevOps
28,High School,8,7,3,1,10,2,2,8,1,5,1,2,3,7,6,6,9,10,6,10,7,8,9,4,10,Freelance,Specialized Technical Expert,Python,AI/ML
26,Ph.D.,9,10,9,10,2,4,5,3,1,7,9,9,7,7,9,7,7,8,5,3,9,7,8,9,9,Startup,Technical Leadership,Ruby on Rails,Web Development
32,Master's Degree,8,7,9,9,1,2,5,3,2,5,8,9,2,7,5,7,10,9,2,8,3,2,7,3,1,Startup,Technical Leadership,MERN,Web Development
23,Master's Degree,3,8,8,10,1,4,4,5,3,6,8,8,8,4,1,5,2,4,10,9,8,5,2,10,7,Startup,Entrepreneur,Flutter,Mobile Development
23,Master's Degree,5,10,4,5,5,3,5,3,4,5,3,4,10,2,8,6,3,8,7,10,4,9,2,5,8,Startup,Project Management,MadCap Flare,Technical Writing
32,Ph.D.,10,8,3,1,1,1,7,5,1,2,1,2,4,9,7,3,6,10,10,1,2,3,9,10,9,Freelance,Specialized Technical Expert,Snort,Cybersecurity
31,Master's Degree,3,8,4,3,2,2,1,4,3,4,1,1,4,6,4,1,3,2,9,9,8,7,6,3,3,Startup,Specialized Technical Expert,MS Word,Technical Writing
28,Bachelor's Degree,8,5,10,7,1,5,4,3,2,9,8,10,7,1,8,6,3,1,4,6,6,1,6,5,8,Freelance,Entrepreneur,React Native,Web Development
22,Ph.D.,4,6,2,2,4,8,10,1,1,3,5,5,9,2,4,1,5,5,8,8,1,9,1,6,6,Remote,Project Management,CCNP,Network Administration
34,Master's Degree,3,9,2,5,10,2,1,8,2,5,3,2,1,9,7,5,6,2,8,2,7,8,10,10,6,Remote,Specialized Technical Expert,TensorFlow,AI/ML
32,Bachelor's Degree,3,6,7,10,2,5,4,3,4,6,5,7,8,6,9,9,4,6,1,1,1,5,4,4,1,Corporate,Specialized Technical Expert,Ruby on Rails,Web Development
23,Master's Degree,8,6,1,2,2,1,9,1,1,2,3,2,4,1,8,1,10,9,10,8,3,2,9,5,8,Corporate,Project Management,Kali Linux,Cybersecurity
23,Master's Degree,4,5,5,1,2,5,5,4,5,4,4,3,9,9,4,2,6,6,8,9,1,3,8,10,9,Freelance,Specialized Technical Expert,Markdown,Technical Writing
25,Master's Degree,8,9,5,3,3,10,1,4,4,9,5,3,3,6,8,2,5,6,7,6,6,2,6,10,3,Startup,Specialized Technical Expert,Azure,DevOps
32,Bachelor's Degree,7,9,1,5,8,4,1,9,1,6,8,3,7,2,10,2,5,10,10,2,5,8,9,1,10,Freelance,Specialized Technical Expert,TensorFlow,Data Science
32,Ph.D.,6,6,7,7,1,4,2,4,4,9,7,7,1,6,8,8,6,6,10,3,1,8,1,1,7,Remote,Project Management,Swift,Mobile Development
30,Associate Degree,6,6,2,1,9,1,3,10,1,4,1,2,8,1,2,7,3,10,10,7,5,9,9,5,3,Corporate,Project Management,PyTorch,AI/ML
24,Master's Degree,10,6,3,2,4,5,2,2,2,5,2,2,4,3,1,2,2,2,9,5,4,3,6,4,3,Corporate,Specialized Technical Expert,Markdown,Technical Writing
22,Associate Degree,6,10,1,3,5,3,1,3,10,3,3,4,7,1,7,10,10,9,9,1,3,6,3,3,1,Startup,Technical Leadership,CryEngine,Game Development
24,Ph.D.,7,8,5,4,7,1,1,10,1,9,8,2,3,8,6,9,7,5,2,4,4,8,3,2,7,Startup,Entrepreneur,TensorFlow,Data Science
27,Bachelor's Degree,10,9,1,4,4,4,10,1,2,1,2,1,4,2,4,1,8,1,10,2,10,10,6,8,1,Startup,Project Management,Wireshark,Cybersecurity
32,High School,6,6,4,4,1,1,3,1,1,2,5,2,3,5,5,5,4,5,9,4,9,5,1,8,2,Remote,Entrepreneur,MadCap Flare,Technical Writing
33,Ph.D.,8,5,9,7,4,1,2,5,3,7,7,7,9,7,3,1,7,5,10,4,4,6,4,10,10,Remote,Project Management,React Native,Mobile Development
35,High School,9,8,2,5,1,3,2,3,2,2,2,2,6,2,9,10,1,7,9,1,10,6,5,1,6,Startup,Technical Leadership,MadCap Flare,Technical Writing
27,Ph.D.,7,6,3,5,5,4,1,5,9,4,3,5,8,2,10,5,5,4,7,5,6,4,2,9,7,Remote,Entrepreneur,CryEngine,Game Development
24,Ph.D.,7,7,7,9,5,1,5,1,5,6,8,8,1,9,8,8,5,1,5,1,3,5,1,5,8,Remote,Entrepreneur,JAMstack,Web Development
33,Master's Degree,4,6,4,2,3,10,10,4,2,5,4,4,5,2,9,3,4,2,5,5,7,2,1,7,3,Remote,Technical Leadership,Network Security,Network Administration
28,Associate Degree,5,6,2,1,7,5,3,7,5,2,5,4,8,3,1,2,2,7,7,5,8,2,5,9,2,Startup,Project Management,TensorFlow,AI/ML
34,Ph.D.,6,9,1,1,3,2,3,5,1,1,5,5,7,7,6,5,10,4,4,10,2,6,8,10,6,Corporate,Specialized Technical Expert,MadCap Flare,Technical Writing
28,Master's Degree,8,8,7,8,2,2,5,2,5,8,8,9,10,6,7,3,6,6,1,8,2,10,6,3,1,Freelance,Specialized Technical Expert,React Native,Mobile Development
31,Master's Degree,7,9,1,4,3,9,3,4,5,8,7,2,3,10,8,2,5,7,7,10,7,5,1,5,4,Corporate,Entrepreneur,Azure,DevOps
25,Bachelor's Degree,5,10,3,3,4,8,3,3,5,5,9,2,5,7,3,9,2,9,2,7,9,2,2,10,5,Freelance,Specialized Technical Expert,Kubernetes,DevOps
29,Associate Degree,9,6,8,10,4,2,1,5,2,7,9,9,4,7,7,4,2,2,8,3,6,2,6,1,1,Startup,Project Management,Swift,Mobile Development
30,Associate Degree,4,6,2,5,2,8,7,2,2,3,2,4,6,10,4,2,4,1,2,8,3,9,2,10,5,Startup,Project Management,CCNP,Network Administration
24,Associate Degree,3,7,8,8,5,5,3,1,2,9,7,7,5,4,5,8,1,6,8,4,3,7,10,3,5,Freelance,Project Management,MEAN,Web Development
25,Ph.D.,10,6,5,2,7,1,5,10,1,6,6,5,9,9,2,3,5,2,5,5,9,2,4,3,9,Remote,Technical Leadership,PyTorch,Data Science
32,Master's Degree,3,5,10,8,2,4,1,5,1,6,7,10,8,7,3,10,10,8,9,10,1,5,9,8,2,Remote,Project Management,Swift,Mobile Development
33,Associate Degree,10,6,1,2,3,4,8,5,3,4,1,4,4,2,2,1,9,2,10,1,4,6,5,10,5,Freelance,Entrepreneur,Active Directory,IT Support
24,Associate Degree,3,6,4,2,3,5,4,3,8,3,5,1,3,9,6,3,6,1,1,2,1,2,8,6,3,Corporate,Technical Leadership,Unity,Game Development
24,Master's Degree,3,8,4,3,3,1,3,3,1,4,2,1,6,10,2,6,7,6,5,8,4,10,9,4,3,Startup,Project Management,Markdown,Technical Writing
27,High School,3,7,2,3,3,10,9,4,3,4,4,3,7,4,4,4,1,3,7,1,6,8,4,8,1,Remote,Project Management,Juniper,Network Administration
32,High School,5,5,3,2,3,4,7,3,3,5,1,3,10,10,4,6,10,6,6,9,10,7,7,4,6,Freelance,Specialized Technical Expert,Active Directory,IT Support
32,Ph.D.,2,6,1,4,3,9,9,5,5,4,1,1,2,1,3,6,6,7,3,8,2,6,10,3,7,Freelance,Technical Leadership,CCNP,Network Administration
29,Master's Degree,5,10,9,7,2,4,5,4,4,7,5,9,10,10,4,9,3,1,10,7,3,5,9,5,8,Corporate,Project Management,Flutter,Mobile Development
24,High School,6,8,8,8,3,1,1,3,1,7,7,8,2,9,1,3,6,4,1,9,2,6,4,7,4,Startup,Entrepreneur,React Native,Mobile Development
22,Bachelor's Degree,6,5,7,8,3,4,2,5,4,9,5,8,3,8,3,3,4,4,9,1,10,6,8,2,3,Remote,Specialized Technical Expert,React Native,Mobile Development
28,Bachelor's Degree,4,5,10,8,3,2,5,1,2,5,6,8,5,5,9,1,4,8,6,5,8,5,4,7,7,Startup,Entrepreneur,Kotlin,Mobile Development
33,High School,4,7,2,5,3,1,3,4,1,4,3,1,3,4,7,9,2,9,1,8,2,10,4,7,10,Freelance,Entrepreneur,MadCap Flare,Technical Writing
22,Bachelor's Degree,3,7,9,10,5,1,3,5,2,9,5,9,4,3,8,7,4,8,3,3,3,7,10,3,2,Freelance,Entrepreneur,Flutter,Mobile Development
30,Associate Degree,8,9,5,1,1,10,1,1,1,5,9,5,2,3,1,7,9,9,1,10,3,3,6,5,8,Freelance,Project Management,AWS,DevOps
23,High School,8,8,4,5,3,10,3,5,1,5,5,1,5,8,7,3,3,1,10,8,6,1,6,5,9,Startup,Project Management,Jenkins,DevOps
28,Bachelor's Degree,9,10,2,1,8,5,4,10,1,5,7,5,5,3,4,6,1,9,7,10,3,2,1,5,1,Remote,Technical Leadership,R,Data Science
23,Ph.D.,6,6,1,4,5,10,2,1,2,9,7,4,3,8,10,2,8,10,5,5,1,5,3,2,5,Freelance,Project Management,Ansible,DevOps
32,Master's Degree,6,7,4,1,8,4,1,10,4,7,9,3,3,6,6,7,3,5,10,4,5,7,10,9,4,Freelance,Technical Leadership,"Python (NumPy, Pandas, SciPy)",Data Science
35,High School,4,6,3,1,2,4,3,5,1,2,1,5,6,3,6,6,7,7,4,8,1,4,3,4,2,Startup,Project Management,Markdown,Technical Writing
28,Ph.D.,4,8,3,3,10,2,3,8,2,6,7,5,6,1,5,9,6,1,6,4,9,2,2,3,3,Startup,Specialized Technical Expert,SQL,Data Science
28,Master's Degree,6,10,2,5,1,8,3,4,5,9,5,3,1,2,8,4,2,3,4,9,3,6,6,4,7,Corporate,Specialized Technical Expert,Jenkins,DevOps
27,Ph.D.,7,6,9,7,1,2,2,2,2,7,6,10,2,10,9,2,6,10,1,6,1,8,7,1,1,Corporate,Technical Leadership,React Native,Mobile Development
27,Bachelor's Degree,10,9,5,3,1,7,7,4,3,2,4,2,2,8,4,2,10,5,8,9,1,1,7,1,10,Startup,Technical Leadership,Cisco,Network Administration
24,Master's Degree,10,6,8,8,5,3,5,4,4,8,7,8,9,6,9,3,5,4,5,1,5,1,4,4,10,Freelance,Entrepreneur,JAMstack,Web Development
28,Master's Degree,9,6,8,10,3,1,4,1,1,5,5,9,7,4,5,6,9,5,3,10,5,2,10,2,9,Startup,Entrepreneur,MEAN,Web Development
26,Master's Degree,9,7,4,4,1,3,1,5,2,2,4,2,5,3,7,5,7,6,5,5,4,1,3,3,6,Remote,Specialized Technical Expert,XML,Technical Writing
26,High School,10,7,2,1,2,1,7,1,1,2,3,4,1,8,5,5,2,10,10,4,9,10,1,7,6,Corporate,Entrepreneur,Kali Linux,Cybersecurity
30,Associate Degree,8,6,2,5,4,8,5,2,2,8,9,5,3,8,6,6,7,10,3,5,1,8,5,8,9,Corporate,Specialized Technical Expert,Azure,DevOps
33,Ph.D.,9,8,1,4,2,7,7,1,5,2,1,1,5,6,7,1,7,8,4,6,9,4,9,6,1,Freelance,Project Management,Network Security,Network Administration
31,Associate Degree,10,5,3,1,5,10,8,4,4,4,1,3,6,9,5,8,10,5,1,10,9,10,2,4,6,Remote,Project Management,Network Security,Network Administration
29,Master's Degree,3,5,3,5,5,3,3,4,2,2,2,4,7,6,10,2,10,9,7,7,2,2,7,5,5,Corporate,Project Management,MS Word,Technical Writing
31,Master's Degree,5,9,3,2,3,5,8,2,1,5,4,5,10,1,3,1,3,10,10,3,1,8,7,3,7,Corporate,Technical Leadership,Nmap,Cybersecurity
24,Master's Degree,3,9,1,1,4,1,9,3,3,2,1,1,7,2,1,10,3,6,8,8,5,1,8,2,9,Freelance,Technical Leadership,Kali Linux,Cybersecurity
22,Bachelor's Degree,4,5,10,8,3,2,3,2,4,8,6,7,6,10,3,3,8,6,2,2,1,10,3,10,6,Remote,Entrepreneur,Flutter,Mobile Development
24,Ph.D.,9,8,1,3,3,4,3,5,8,3,4,3,3,5,1,1,2,6,6,8,9,8,4,4,5,Remote,Technical Leadership,Unity,Game Development
22,Bachelor's Degree,2,5,2,2,1,4,10,4,2,5,3,5,5,6,1,1,1,1,10,6,8,6,10,2,4,Corporate,Technical Leadership,Metasploit,Cybersecurity
34,Bachelor's Degree,2,9,2,3,3,7,2,3,5,7,9,3,9,10,7,4,6,1,3,9,6,8,8,2,3,Startup,Entrepreneur,Kubernetes,DevOps
34,Bachelor's Degree,7,7,8,10,2,5,4,3,1,5,6,7,9,3,10,4,9,10,3,5,1,1,4,8,1,Startup,Technical Leadership,JAMstack,Web Development
23,Ph.D.,10,9,3,5,4,10,3,3,2,7,7,2,2,7,3,2,3,1,6,2,8,9,3,4,9,Freelance,Project Management,Jenkins,DevOps
22,High School,9,10,4,5,1,8,8,1,2,3,2,3,6,10,4,10,6,10,1,2,4,3,7,6,3,Corporate,Project Management,Juniper,Network Administration
25,Ph.D.,7,9,2,2,4,7,2,5,4,5,9,4,7,5,1,3,6,8,2,5,2,4,2,6,1,Remote,Project Management,Ansible,DevOps
28,Bachelor's Degree,3,7,5,4,3,2,7,4,1,1,5,2,7,7,3,10,9,1,5,1,4,10,7,6,4,Startup,Technical Leadership,Windows Server,IT Support
32,Master's Degree,10,8,1,5,3,10,7,2,2,2,4,2,10,1,1,2,1,9,10,3,1,5,6,7,10,Remote,Project Management,CCNP,Network Administration
31,Master's Degree,2,6,2,2,8,4,1,8,5,2,5,3,1,2,5,6,7,8,1,6,2,4,1,3,3,Remote,Entrepreneur,Keras,AI/ML
26,Master's Degree,4,8,4,3,3,2,8,3,2,4,3,4,1,8,7,10,9,3,10,2,2,5,1,4,2,Remote,Entrepreneur,Troubleshooting,IT Support
33,High School,5,5,8,8,4,1,3,3,5,9,6,9,5,9,3,7,4,8,3,3,6,4,9,6,7,Corporate,Entrepreneur,Java (Android),Mobile Development
31,Master's Degree,9,7,5,5,1,10,10,4,5,2,3,4,6,9,8,9,10,10,3,5,1,8,1,7,4,Startup,Technical Leadership,Cisco,Network Administration
23,Associate Degree,8,10,3,4,3,3,5,1,10,1,1,3,5,4,10,3,4,8,1,7,1,5,6,2,6,Startup,Entrepreneur,CryEngine,Game Development
29,Ph.D.,2,5,1,4,10,4,5,9,5,7,7,2,8,9,9,1,4,9,8,9,4,5,6,2,3,Startup,Project Management,R,Data Science
31,High School,7,8,1,1,5,4,2,1,2,4,2,4,4,9,10,9,9,1,7,3,10,10,3,5,4,Startup,Entrepreneur,MS Word,Technical Writing
22,Master's Degree,7,5,8,8,4,5,3,5,3,7,5,10,4,8,7,7,7,4,3,9,1,10,10,5,5,Remote,Project Management,Flutter,Web Development
27,Bachelor's Degree,9,5,7,8,4,4,1,5,2,6,5,10,10,1,3,5,3,10,10,7,7,3,7,5,1,Freelance,Entrepreneur,React Native,Mobile Development
34,Master's Degree,3,9,4,3,4,8,4,5,1,6,8,2,9,7,8,7,3,7,4,8,10,6,9,4,6,Corporate,Entrepreneur,Docker,DevOps
30,High School,10,6,4,2,3,3,8,3,1,4,2,3,8,2,3,4,3,1,9,8,4,2,2,8,6,Startup,Technical Leadership,Networking Basics,IT Support
28,Bachelor's Degree,7,8,7,7,2,5,2,1,3,6,6,7,1,2,9,5,6,10,6,2,5,3,3,5,1,Startup,Technical Leadership,React Native,Web Development
30,Bachelor's Degree,5,5,5,3,3,4,4,3,1,3,4,4,4,8,10,7,9,1,8,1,9,6,8,10,10,Remote,Project Management,MS Word,Technical Writing
23,Ph.D.,10,10,4,2,8,1,4,10,2,2,1,2,3,10,3,8,9,4,10,10,6,3,5,7,4,Remote,Specialized Technical Expert,TensorFlow,AI/ML
22,Associate Degree,10,5,8,9,3,5,4,5,5,9,5,9,8,3,5,8,6,2,6,5,2,6,7,10,10,Corporate,Specialized Technical Expert,React Native,Mobile Development
22,Associate Degree,3,7,2,2,2,3,3,2,5,2,3,4,6,1,6,5,9,10,10,10,8,10,4,2,2,Freelance,Specialized Technical Expert,MadCap Flare,Technical Writing
32,High School,8,6,4,5,4,3,5,1,9,4,1,3,7,8,8,1,6,8,5,10,5,2,4,9,6,Startup,Project Management,Unreal Engine,Game Development
25,Associate Degree,9,6,3,5,10,1,5,9,5,6,5,3,1,7,4,3,4,6,1,3,10,2,1,4,6,Freelance,Project Management,PyTorch,Data Science
26,Associate Degree,4,6,3,3,4,4,9,2,2,2,1,4,8,5,10,4,10,2,2,6,6,3,10,6,4,Startup,Project Management,Nmap,Cybersecurity
29,Ph.D.,10,9,1,2,1,9,10,1,2,5,4,5,7,1,10,8,7,3,10,1,9,4,7,1,1,Startup,Entrepreneur,Cisco,Network Administration
31,High School,3,5,5,4,8,1,4,8,2,2,4,1,7,6,6,7,9,10,3,10,6,2,1,4,4,Corporate,Project Management,TensorFlow,AI/ML
25,High School,10,8,5,5,4,9,1,4,3,8,6,2,9,7,1,3,2,3,9,10,1,9,2,7,7,Freelance,Technical Leadership,Azure,DevOps
